,Rank,Name,Symbol,Market Cap,Price,Circulating Supply,volume (24h),% 1h,% 24h,% 7d,dt
2583,74.0,TMTGThe Midas Touch Gold,TMTG,"$148,431,450.40",$0.02431,"6,105,126,140 TMTG","$26,459,005.19",-0.99%,0.15%,36.71%,20200927
2584,29.0,THETATHETA,THETA,"$749,049,711.86",$0.749,"1,000,000,000 THETA *","$103,576,572.79",1.49%,7.17%,34.46%,20200927
2585,375.0,PCMPrecium,PCM,"$18,184,634.27",$0.02433,"747,525,000 PCM","$10,193,325.04",0.74%,7.97%,25.23%,20200927
2586,38.0,SNXSynthetix Network Token,SNX,"$539,021,669.31",$5.1570,"104,521,771 SNX *","$83,750,456.50",-0.42%,-2.12%,23.00%,20200927
2587,360.0,SAFEyieldfarming.insure,SAFE,"$19,576,984.05",$418.49,"46,780 SAFE","$26,188,675.17",0.89%,-6.19%,21.70%,20200927
2588,228.0,NESTNEST Protocol,NEST,"$106,351,394.02",$0.06082,"1,748,764,436 NEST *","$43,683,430.76",-0.76%,17.75%,18.12%,20200927
2589,336.0,ASTAirSwap,AST,"$21,096,100.48",$0.1406,"150,000,000 AST *","$13,642,515.83",-1.81%,8.48%,15.90%,20200927
2590,112.0,FTMFantom,FTM,"$84,349,607.34",$0.03956,"2,132,042,376 FTM *","$11,643,954.62",0.54%,-1.62%,14.71%,20200927
2591,148.0,TFUELTheta Fuel,TFUEL,"$52,261,697.30",$0.01053,"4,962,631,792 TFUEL *","$21,838,334.28",0.53%,-3.55%,14.69%,20200927
2592,11.0,ADACardano,ADA,"$3,151,289,578.86",$0.1013,"31,112,484,646 ADA","$727,996,428.22",0.27%,5.99%,13.25%,20200927
2593,173.0,ANKRAnkr,ANKR,"$40,255,427.85",$0.006905,"5,829,566,044 ANKR *","$15,580,114.08",0.07%,-0.94%,11.88%,20200927
2594,136.0,BNTBancor,BNT,"$65,769,510.07",$0.9493,"69,284,667 BNT *","$60,966,317.92",1.12%,7.29%,10.50%,20200927
2595,10.0,BSVBitcoin SV,BSV,"$3,164,484,229.09",$170.55,"18,554,758 BSV","$765,427,324.17",0.23%,3.52%,10.41%,20200927
2596,6.0,LINKChainlink,LINK,"$4,194,659,474.80",$10.77,"389,509,556 LINK *","$1,452,956,505.08",0.23%,4.13%,10.25%,20200927
2597,85.0,SXPSwipe,SXP,"$129,058,390.85",$1.6812,"76,766,934 SXP *","$310,289,192.59",1.36%,24.31%,9.81%,20200927
2598,27.0,YFIyearn.finance,YFI,"$913,779,220.18","$30,492.13","29,968 YFI *","$572,155,817.51",-0.93%,-3.95%,9.45%,20200927
2599,65.0,ABBCABBC Coin,ABBC,"$211,426,944.33",$0.3021,"699,954,516 ABBC","$60,867,961.18",0.07%,-9.55%,8.86%,20200927
2600,315.0,EGGNestree,EGG,"$19,891,946.40",$0.01831,"1,086,189,181 EGG","$12,969,859.69",-6.25%,-34.25%,170.51%,20200920
2601,455.0,EMEminer,EM,"$8,832,303.75",$0.006585,"1,341,374,999 EM","$14,263,782.39",-0.31%,-10.00%,64.77%,20200920
2602,83.0,ABBCABBC Coin,ABBC,"$162,940,189.65",$0.2775,"587,230,742 ABBC","$71,562,933.22",0.26%,4.38%,62.59%,20200920
2603,45.0,DGBDigiByte,DGB,"$401,520,339.86",$0.02959,"13,568,924,265 DGB","$18,332,056.30",2.36%,9.69%,37.98%,20200920
2604,144.0,FTMFantom,FTM,"$72,876,322.74",$0.03449,"2,113,067,616 FTM *","$17,924,792.37",1.93%,-13.92%,31.28%,20200920
2605,362.0,NKNNKN,NKN,"$15,177,932.23",$0.026,"583,666,666 NKN","$15,474,656.97",10.60%,34.82%,28.10%,20200920
2606,40.0,CELOCelo,CELO,"$447,431,735.28",$3.5953,"124,447,717 CELO","$67,032,732.28",-2.86%,70.06%,27.56%,20200920
2607,335.0,DACDavinci Coin,DAC,"$17,954,619.03",$0.003966,"4,526,901,499 DAC *","$11,140,622.99",0.48%,-4.95%,21.83%,20200920
2608,16.0,NEONeo,NEO,"$1,669,106,077.68",$23.66,"70,538,831 NEO *","$1,179,967,292.62",1.82%,-3.55%,19.10%,20200920
2609,321.0,ADXAdEx Network,ADX,"$18,965,032.48",$0.1897,"100,000,000 ADX *","$19,034,354.29",2.65%,14.39%,15.06%,20200920
2610,25.0,VETVeChain,VET,"$930,819,648.58",$0.01447,"64,315,576,989 VET *","$138,171,715.44",2.40%,-5.67%,14.52%,20200920
2611,236.0,KCASHKcash,KCASH,"$31,662,061.08",$0.07107,"445,499,083 KCASH *","$21,930,538.25",-0.40%,-5.54%,12.19%,20200920
2612,126.0,TMTGThe Midas Touch Gold,TMTG,"$90,512,212.38",$0.01778,"5,089,593,875 TMTG","$12,614,297.43",-1.08%,13.29%,11.87%,20200920
2613,133.0,MATICMatic Network,MATIC,"$83,526,076.70",$0.02196,"3,803,493,760 MATIC *","$16,647,626.77",0.35%,5.73%,11.40%,20200920
2614,161.0,HCHyperCash,HC,"$60,673,080.42",$1.3546,"44,791,519 HC","$23,226,649.14",0.08%,3.16%,10.35%,20200920
2615,223.0,UQCUquid Coin,UQC,"$35,648,599.35",$3.5649,"10,000,000 UQC *","$14,507,955.75",2.50%,1.03%,7.95%,20200920
2616,512.0,EDREndor Protocol,EDR,"$6,704,758.25",$0.004601,"1,457,282,180 EDR","$10,433,704.96",0.76%,0.16%,7.38%,20200920
2617,18.0,XMRMonero,XMR,"$1,652,871,343.41",$93.36,"17,703,942 XMR","$493,090,146.58",1.95%,-1.85%,6.98%,20200920
2618,122.0,JSTJUST,JST,"$93,611,119.21",$0.04141,"2,260,326,706 JST *","$97,136,140.16",1.78%,-4.44%,6.52%,20200920
2619,389.0,DOCKDock,DOCK,"$12,391,162.59",$0.02015,"614,930,458 DOCK *","$57,659,630.71",1.25%,-6.79%,5.97%,20200920
2620,265.0,CREAMCream Finance,CREAM,"$26,807,705.24",$178.80,"149,928 CREAM *","$23,860,316.78",-1.22%,-31.93%,58.13%,20200913
2621,21.0,YFIyearn.finance,YFI,"$1,101,247,186.83","$36,748.12","29,967 YFI *","$577,867,566.12",3.19%,-12.67%,53.36%,20200913
2622,110.0,IOSTIOST,IOST,"$111,881,835.79",$0.007382,"15,156,169,250 IOST *","$218,680,573.86",1.83%,-11.59%,45.67%,20200913
2623,71.0,YFIIDFI.Money,YFII,"$211,446,190.07","$5,478.45","38,596 YFII *","$717,912,805.98",4.01%,-12.15%,44.24%,20200913
2624,146.0,ELFaelf,ELF,"$69,883,586.91",$0.1283,"544,480,200 ELF *","$34,928,914.62",-0.62%,-11.54%,41.43%,20200913
2625,59.0,LRCLoopring,LRC,"$292,856,703.61",$0.255,"1,148,395,067 LRC *","$56,590,069.97",0.81%,0.03%,40.09%,20200913
2626,6.0,BNBBinance Coin,BNB,"$4,485,069,874.89",$31.06,"144,406,560 BNB *","$1,144,638,250.84",0.05%,8.72%,36.02%,20200913
2627,40.0,THETATHETA,THETA,"$469,788,772.37",$0.5397,"870,502,690 THETA *","$28,779,206.61",0.00%,-0.36%,27.80%,20200913
2628,187.0,ARKArk,ARK,"$50,462,007.36",$0.4081,"123,659,987 ARK *","$16,649,060.06",-1.07%,-5.89%,27.10%,20200913
2629,56.0,WAVESWaves,WAVES,"$316,503,284.04",$3.0729,"102,999,232 WAVES *","$114,291,576.48",0.42%,18.23%,24.85%,20200913
2630,43.0,OKBOKB,OKB,"$392,761,785.24",$6.5460,"60,000,000 OKB *","$198,757,711.81",3.93%,15.22%,22.72%,20200913
2631,26.0,LENDAave,LEND,"$899,491,810.22",$0.6919,"1,299,999,942 LEND *","$194,512,155.64",1.37%,-8.01%,20.78%,20200913
2632,62.0,NXMNXM,NXM,"$272,899,027.90",$49.08,"5,560,685 NXM *","$55,942,860.17",-0.61%,-15.91%,20.73%,20200913
2633,34.0,ONTOntology,ONT,"$536,589,104.11",$0.7674,"699,229,877 ONT *","$296,006,269.54",1.11%,-4.41%,18.23%,20200913
2634,19.0,NEONeo,NEO,"$1,431,241,340.87",$20.29,"70,538,831 NEO *","$999,879,094.24",2.00%,-6.00%,18.17%,20200913
2635,83.0,ZBZB Token,ZB,"$163,790,564.75",$0.3535,"463,288,810 ZB *","$33,805,910.63",-1.20%,-0.53%,18.06%,20200913
2636,194.0,IOTXIoTeX,IOTX,"$48,409,217.24",$0.01004,"4,823,952,133 IOTX *","$12,562,731.72",-0.17%,-16.66%,17.12%,20200913
2637,317.0,LAMBLambda,LAMB,"$20,813,996.72",$0.02565,"811,587,558 LAMB *","$19,912,584.11",0.59%,-5.73%,14.27%,20200913
2638,437.0,TCTTokenClub,TCT,"$9,814,482.47",$0.01601,"612,991,264 TCT *","$10,986,291.22",-1.02%,5.97%,14.25%,20200913
2639,75.0,HMRHomeros,HMR,"$179,971,090.13",$0.6966,"258,372,175 HMR","$12,485,574.97",-0.02%,-0.42%,13.90%,20200913
2640,88.0,BTSBitShares,BTS,"$150,102,469.45",$0.04999,"3,002,500,000 BTS *","$76,675,976.18",5.88%,2.77%,56.04%,20200906
2641,131.0,ABBCABBC Coin,ABBC,"$87,063,319.59",$0.1568,"555,416,924 ABBC","$39,347,360.52",0.25%,0.33%,18.65%,20200906
2642,96.0,ZBZB Token,ZB,"$139,251,946.82",$0.3006,"463,288,810 ZB *","$23,925,326.20",1.18%,4.52%,16.69%,20200906
2643,14.0,TRXTRON,TRX,"$2,258,950,779.64",$0.03152,"71,659,657,369 TRX *","$3,126,107,644.75",0.95%,5.44%,16.21%,20200906
2644,51.0,KSMKusama,KSM,"$323,029,099.24",$38.14,"8,470,098 KSM *","$120,259,913.22",2.93%,17.83%,12.02%,20200906
2645,20.0,XEMNEM,XEM,"$1,215,903,514.08",$0.1351,"8,999,999,999 XEM *","$127,272,656.74",4.78%,21.84%,2.54%,20200906
2646,86.0,HMRHomeros,HMR,"$155,326,354.00",$0.6123,"253,670,374 HMR","$17,182,882.26",0.47%,1.52%,1.74%,20200906
2647,74.0,BUSDBinance USD,BUSD,"$198,510,038.06",$1.0030,"197,908,990 BUSD *","$350,992,087.10",0.14%,0.00%,0.22%,20200906
2648,65.0,PAXPaxos Standard,PAX,"$245,548,886.12",$1.0024,"244,951,954 PAX *","$152,457,169.93",0.10%,0.01%,0.16%,20200906
2649,92.0,HUSDHUSD,HUSD,"$146,303,776.58",$1.0025,"145,932,672 HUSD *","$63,820,801.16",0.07%,-0.03%,0.13%,20200906
2650,3.0,USDTTether,USDT,"$14,167,651,778.61",$1.0028,"14,127,559,420 USDT *","$66,315,625,007.69",0.09%,-0.02%,0.11%,20200906
2651,259.0,USDKUSDK,USDK,"$28,647,483.88",$1.0017,"28,600,072 USDK *","$18,490,258.61",0.11%,0.02%,0.08%,20200906
2652,16.0,USDCUSD Coin,USDC,"$1,727,361,030.72",$1.0011,"1,725,497,788 USDC *","$447,289,978.55",-0.06%,-0.46%,0.02%,20200906
2653,43.0,TUSDTrueUSD,TUSD,"$380,746,902.04",$1.0034,"379,464,257 TUSD *","$75,180,857.52",0.09%,-0.01%,0.01%,20200906
2654,396.0,USDJUSDJ,USDJ,"$12,158,101.92",$1.0355,"11,741,826 USDJ","$10,926,550.14",0.59%,1.80%,-0.14%,20200906
2655,40.0,DAIDai,DAI,"$432,368,236.68",$1.0203,"423,745,079 DAI *","$98,708,127.24",0.22%,-0.75%,-0.24%,20200906
2656,158.0,QCQCash,QC,"$66,339,823.16",$0.1442,"460,000,200 QC *","$436,290,572.78",0.09%,0.12%,-0.33%,20200906
2657,581.0,BITCNYbitCNY,BITCNY,"$4,070,829.80",$0.1441,"28,245,600 BITCNY *","$109,175,893.22",0.03%,-0.15%,-0.65%,20200906
2658,69.0,SUSHISushiSwap,SUSHI,"$214,727,821.15",$3.1929,"67,251,185 SUSHI *","$1,108,253,040.71",3.00%,73.69%,-1.24%,20200906
2659,8.0,BNBBinance Coin,BNB,"$3,348,883,883.94",$23.19,"144,406,560 BNB *","$740,680,572.57",0.77%,20.83%,-2.04%,20200906
2660,313.0,YFLYF Link,YFL,"$25,627,672.38",$521.37,"49,154 YFL","$10,631,097.59",-2.71%,77.47%,337.80%,20200830
2661,90.0,YFIIDFI.Money,YFII,"$174,261,067.31","$4,646.34","37,505 YFII *","$416,153,326.20",-5.13%,-2.04%,275.32%,20200830
2662,25.0,YFIyearn.finance,YFI,"$953,046,731.52","$31,807.65","29,963 YFI *","$938,499,195.76",-2.53%,14.68%,151.95%,20200830
2663,28.0,UMAUMA,UMA,"$860,389,070.06",$15.80,"54,469,836 UMA *","$16,909,112.74",0.87%,38.73%,151.37%,20200830
2664,85.0,BZRXbZx Protocol,BZRX,"$193,778,431.37",$1.3781,"140,610,067 BZRX *","$75,727,387.48",0.62%,25.43%,137.31%,20200830
2665,63.0,AMPLAmpleforth,AMPL,"$296,550,866.35",$1.7631,"168,201,225 AMPL *","$72,298,336.23",2.52%,43.68%,127.58%,20200830
2666,155.0,STAKExDai,STAKE,"$81,468,063.25",$31.50,"2,586,054 STAKE *","$13,553,050.36",-6.13%,-6.46%,124.08%,20200830
2667,129.0,MLNMelon,MLN,"$101,784,566.35",$81.43,"1,250,000 MLN *","$22,034,345.60",0.11%,23.22%,93.85%,20200830
2668,64.0,KSMKusama,KSM,"$289,088,330.13",$34.13,"8,470,098 KSM *","$38,640,481.35",0.69%,0.29%,91.66%,20200830
2669,104.0,SRMSerum,SRM,"$144,408,866.81",$2.8882,"50,000,000 SRM *","$178,546,025.51",0.34%,1.29%,84.99%,20200830
2670,613.0,YEEYEE,YEE,"$4,349,041.50",$0.003186,"1,365,218,125 YEE","$33,253,404.98",1.20%,-7.09%,75.53%,20200830
2671,127.0,TRBTellor,TRB,"$103,327,398.02",$71.33,"1,448,613 TRB","$313,059,168.04",-1.63%,-9.46%,73.17%,20200830
2672,37.0,CELOCelo,CELO,"$510,866,437.53",$4.1051,"124,447,717 CELO","$14,192,068.44",0.20%,1.65%,73.05%,20200830
2673,493.0,TCTTokenClub,TCT,"$8,891,331.46",$0.01548,"574,467,922 TCT *","$18,184,709.76",-2.72%,28.14%,70.00%,20200830
2674,116.0,STORJStorj,STORJ,"$128,460,409.48",$0.6501,"197,606,528 STORJ *","$141,249,022.46",1.02%,-3.39%,61.06%,20200830
2675,461.0,SWFTCSwftCoin,SWFTC,"$10,146,954.30",$0.002534,"4,004,999,999 SWFTC *","$18,467,896.39",0.50%,-0.10%,60.89%,20200830
2676,45.0,NXMNXM,NXM,"$419,851,652.75",$76.60,"5,481,336 NXM *","$156,351,653.26",5.18%,48.54%,54.87%,20200830
2677,223.0,DIADIA,DIA,"$45,923,673.53",$4.3299,"10,606,206 DIA *","$89,172,540.04",3.59%,17.95%,44.05%,20200830
2678,62.0,ANTAragon,ANT,"$296,582,866.15",$8.9488,"33,142,159 ANT *","$106,499,915.97",0.47%,20.47%,40.82%,20200830
2679,77.0,BALBalancer,BAL,"$231,118,159.32",$33.28,"6,943,831 BAL *","$121,428,925.93",-1.16%,4.46%,39.89%,20200830
2680,253.0,KCASHKcash,KCASH,"$32,751,386.50",$0.07352,"445,499,083 KCASH *","$50,811,945.15",-3.36%,20.15%,277.30%,20200823
2681,24.0,OMGOMG Network,OMG,"$899,503,858.15",$6.4138,"140,245,398 OMG *","$1,483,940,040.59",-0.09%,4.21%,128.00%,20200823
2682,49.0,YFIyearn.finance,YFI,"$375,602,299.75","$12,535.76","29,962 YFI *","$43,595,458.66",-0.58%,-8.93%,90.34%,20200823
2683,26.0,XEMNEM,XEM,"$879,520,535.65",$0.09772,"8,999,999,999 XEM *","$66,171,769.97",-1.98%,17.64%,47.46%,20200823
2684,115.0,GNTGolem,GNT,"$113,715,716.70",$0.1148,"990,670,000 GNT *","$17,789,920.00",0.07%,-2.48%,46.15%,20200823
2685,92.0,KSMKusama,KSM,"$149,524,761.08",$17.65,"8,470,098 KSM","$11,197,390.69",1.70%,-3.93%,37.81%,20200823
2686,16.0,ATOMCosmos,ATOM,"$1,722,597,378.97",$8.5242,"202,083,605 ATOM *","$950,815,185.33",3.72%,33.17%,37.46%,20200823
2687,36.0,ZRX0x,ZRX,"$520,743,663.13",$0.7232,"720,082,673 ZRX *","$154,269,831.83",-0.11%,-2.68%,26.66%,20200823
2688,94.0,AMPLAmpleforth,AMPL,"$146,384,053.71",$0.7733,"189,301,284 AMPL *","$13,247,422.58",0.33%,-0.39%,25.89%,20200823
2689,142.0,STORJStorj,STORJ,"$78,313,471.60",$0.3965,"197,489,984 STORJ *","$50,721,464.97",1.42%,40.51%,25.53%,20200823
2690,76.0,OCEANOcean Protocol,OCEAN,"$204,807,054.72",$0.5703,"359,137,273 OCEAN *","$10,992,542.25",2.02%,5.77%,25.49%,20200823
2691,33.0,BATBasic Attention Token,BAT,"$588,625,052.08",$0.4035,"1,458,750,288 BAT *","$313,092,651.79",-0.63%,1.86%,25.17%,20200823
2692,209.0,TFUELTheta Fuel,TFUEL,"$45,236,139.42",$0.01179,"3,838,301,572 TFUEL *","$13,685,234.66",1.50%,6.92%,24.81%,20200823
2693,87.0,BALBalancer,BAL,"$165,943,910.91",$23.90,"6,943,831 BAL *","$62,970,726.98",0.46%,-1.55%,23.18%,20200823
2694,42.0,THETATHETA,THETA,"$421,677,902.36",$0.4844,"870,502,690 THETA *","$51,736,715.73",2.25%,7.60%,23.17%,20200823
2695,46.0,QTUMQtum,QTUM,"$388,697,142.39",$4.0085,"96,967,600 QTUM *","$549,269,307.07",-1.09%,-4.40%,19.89%,20200823
2696,152.0,AEAeternity,AE,"$71,122,177.27",$0.2232,"318,707,689 AE","$29,055,307.95",-0.85%,-3.12%,17.51%,20200823
2697,19.0,NEONeo,NEO,"$1,283,920,528.35",$18.20,"70,538,831 NEO *","$441,523,289.24",0.81%,-4.22%,17.35%,20200823
2698,245.0,LOOMLoom Network,LOOM,"$34,195,164.44",$0.03527,"969,402,667 LOOM *","$10,356,599.33",-1.86%,3.84%,17.30%,20200823
2699,82.0,SCSiacoin,SC,"$180,535,910.65",$0.004317,"41,817,047,634 SC","$12,132,703.63",0.94%,13.95%,16.10%,20200823
2700,213.0,OXTOrchid,OXT,"$45,878,920.95",$0.6972,"65,807,277 OXT","$339,062,386.29",-3.44%,64.23%,270.62%,20200816
2701,81.0,RSRReserve Rights,RSR,"$175,497,772.16",$0.02562,"6,849,999,000 RSR *","$38,752,585.08",1.81%,26.84%,149.64%,20200816
2702,296.0,ASTAirSwap,AST,"$25,717,160.44",$0.1714,"150,000,000 AST *","$20,701,107.88",-2.00%,-9.11%,137.71%,20200816
2703,280.0,LBACred,LBA,"$28,614,464.90",$0.03405,"840,410,205 LBA *","$13,482,664.23",0.53%,-9.11%,136.44%,20200816
2704,43.0,WAVESWaves,WAVES,"$415,313,811.39",$4.0418,"102,755,488 WAVES *","$249,125,148.52",-1.69%,17.55%,109.75%,20200816
2705,226.0,ARPAARPA Chain,ARPA,"$42,640,130.61",$0.05041,"845,830,274 ARPA","$28,748,339.36",-3.17%,10.17%,78.55%,20200816
2706,74.0,ANTAragon,ANT,"$201,086,536.00",$6.1076,"32,924,120 ANT *","$19,817,188.38",0.05%,1.76%,74.33%,20200816
2707,49.0,RENRen,REN,"$352,343,640.85",$0.4007,"879,240,654 REN *","$72,156,958.70",1.12%,21.93%,68.00%,20200816
2708,44.0,OMGOMG Network,OMG,"$391,748,382.08",$2.7933,"140,245,398 OMG *","$425,917,385.33",-1.92%,43.91%,64.74%,20200816
2709,482.0,KCASHKcash,KCASH,"$8,633,935.48",$0.01938,"445,499,083 KCASH *","$25,436,109.28",-1.86%,33.76%,63.99%,20200816
2710,170.0,STORJStorj,STORJ,"$64,123,145.02",$0.3247,"197,489,984 STORJ *","$13,591,077.77",3.22%,18.45%,58.71%,20200816
2711,75.0,YFIyearn.finance,YFI,"$199,146,390.10","$6,647.34","29,959 YFI *","$40,286,859.82",3.04%,26.33%,57.21%,20200816
2712,31.0,SNXSynthetix Network Token,SNX,"$600,662,605.70",$6.4323,"93,382,160 SNX *","$59,942,348.88",-1.74%,-2.79%,48.14%,20200816
2713,188.0,FTMFantom,FTM,"$55,640,619.88",$0.02613,"2,129,146,797 FTM *","$21,904,985.94",-1.71%,-2.95%,48.10%,20200816
2714,120.0,FETFetch.ai,FET,"$104,951,412.80",$0.1358,"772,729,463 FET *","$22,640,123.06",-2.02%,15.28%,47.05%,20200816
2715,37.0,ALGOAlgorand,ALGO,"$485,794,975.71",$0.6294,"771,817,007 ALGO","$167,466,877.64",-0.75%,-1.28%,46.50%,20200816
2716,87.0,JSTJUST,JST,"$166,385,276.25",$0.07361,"2,260,326,706 JST *","$276,068,147.35",1.82%,4.02%,46.38%,20200816
2717,133.0,CHZChiliz,CHZ,"$95,983,410.76",$0.01952,"4,916,402,861 CHZ *","$17,611,385.17",-0.84%,5.76%,43.15%,20200816
2718,102.0,SNTStatus,SNT,"$136,923,797.48",$0.03945,"3,470,483,788 SNT *","$40,745,869.98",2.23%,6.87%,42.86%,20200816
2719,68.0,LUNATerra,LUNA,"$232,310,817.70",$0.6027,"385,448,703 LUNA *","$25,319,705.58",2.31%,17.94%,39.87%,20200816
2720,156.0,NESTNEST Protocol,NEST,"$64,048,932.23",$0.1738,"368,470,094 NEST","$47,134,110.62",5.47%,105.37%,267.01%,20200809
2721,48.0,BANDBand Protocol,BAND,"$305,309,506.72",$14.90,"20,494,033 BAND *","$238,162,733.24",-1.91%,38.39%,264.76%,20200809
2722,449.0,AACAcute Angle Cloud,AAC,"$8,676,330.24",$0.03471,"250,000,000 AAC","$63,027,748.38",-2.01%,-13.68%,229.90%,20200809
2723,147.0,JSTJUST,JST,"$67,614,532.57",$0.04716,"1,433,850,000 JST *","$21,788,064.25",-0.76%,-11.83%,170.66%,20200809
2724,70.0,BALBalancer,BAL,"$185,294,948.08",$26.68,"6,943,831 BAL *","$35,596,087.40",-1.29%,56.35%,152.68%,20200809
2725,135.0,ANKRAnkr,ANKR,"$76,771,407.72",$0.01317,"5,829,566,044 ANKR *","$84,008,215.24",3.90%,40.29%,148.43%,20200809
2726,185.0,TRBTellor,TRB,"$47,340,173.27",$33.63,"1,407,618 TRB","$11,554,580.65",4.15%,23.25%,140.90%,20200809
2727,87.0,MANADecentraland,MANA,"$143,962,987.15",$0.09992,"1,440,728,983 MANA *","$188,170,478.32",-4.71%,-4.02%,121.71%,20200809
2728,82.0,KAVAKava.io,KAVA,"$156,218,638.90",$4.6653,"33,485,395 KAVA *","$70,395,514.08",4.02%,12.14%,94.54%,20200809
2729,6.0,LINKChainlink,LINK,"$4,848,621,841.18",$13.85,"350,000,000 LINK *","$2,749,237,741.08",-2.03%,10.00%,66.04%,20200809
2730,211.0,CELRCeler Network,CELR,"$38,909,821.90",$0.01008,"3,861,794,542 CELR *","$11,832,508.39",5.69%,23.07%,65.08%,20200809
2731,93.0,RLCiExec RLC,RLC,"$137,022,374.95",$1.7113,"80,070,793 RLC *","$21,446,785.29",2.50%,13.19%,57.37%,20200809
2732,191.0,SOLSolana,SOL,"$45,959,454.01",$2.6652,"17,244,102 SOL","$12,107,836.86",3.67%,6.82%,54.56%,20200809
2733,209.0,BEAMBeam,BEAM,"$40,364,566.85",$0.5925,"68,129,080 BEAM","$33,013,871.68",4.76%,16.34%,48.89%,20200809
2734,430.0,LETLinkEye,LET,"$9,530,060.21",$0.01177,"809,999,000 LET","$10,017,486.36",-2.31%,31.69%,48.25%,20200809
2735,196.0,AKROAkropolis,AKRO,"$43,354,271.16",$0.02823,"1,535,848,458 AKRO *","$13,601,511.19",-3.65%,-6.31%,46.68%,20200809
2736,119.0,TOMOTomoChain,TOMO,"$91,465,823.70",$1.2782,"71,559,725 TOMO","$18,112,518.95",0.80%,23.47%,46.32%,20200809
2737,127.0,GNTGolem,GNT,"$82,581,733.37",$0.08336,"990,670,000 GNT *","$26,613,679.64",1.55%,19.52%,42.15%,20200809
2738,56.0,ZILZilliqa,ZIL,"$259,717,923.02",$0.02511,"10,341,921,595 ZIL","$95,147,872.91",1.64%,-2.91%,41.38%,20200809
2739,44.0,ALGOAlgorand,ALGO,"$328,413,835.75",$0.4255,"771,817,007 ALGO","$119,127,687.23",0.04%,-4.40%,39.10%,20200809
2740,321.0,SPNDSpendcoin,SPND,"$15,455,273.54",$0.006794,"2,274,862,446 SPND","$11,108,534.71",2.73%,-9.39%,590.93%,20200802
2741,226.0,BLZBluzelle,BLZ,"$28,099,478.50",$0.1184,"237,289,420 BLZ *","$13,098,584.48",-1.59%,4.34%,76.06%,20200802
2742,158.0,ELAMAElamachain,ELAMA,"$53,759,291.25",$0.09499,"565,933,389 ELAMA","$31,887,968.76",0.43%,-4.44%,59.34%,20200802
2743,216.0,AKROAkropolis,AKRO,"$29,774,756.23",$0.01939,"1,535,848,458 AKRO *","$14,538,793.44",-4.35%,4.40%,55.46%,20200802
2744,163.0,IRISIRISnet,IRIS,"$52,707,881.00",$0.06543,"805,525,143 IRIS","$11,806,421.74",1.60%,-2.71%,43.61%,20200802
2745,35.0,SNXSynthetix Network Token,SNX,"$384,412,857.20",$4.2345,"90,780,659 SNX *","$44,707,226.51",0.63%,13.62%,37.82%,20200802
2746,3.0,XRPXRP,XRP,"$12,878,374,454.02",$0.2871,"44,862,646,997 XRP *","$4,780,736,538.24",-0.32%,-1.22%,32.57%,20200802
2747,86.0,BNTBancor,BNT,"$126,925,484.67",$1.8355,"69,148,529 BNT *","$79,776,925.76",-1.52%,1.85%,30.63%,20200802
2748,25.0,ZECZcash,ZEC,"$816,854,878.79",$83.96,"9,729,475 ZEC","$738,836,091.63",1.36%,-7.40%,26.03%,20200802
2749,148.0,SHRShareToken,SHR,"$58,899,773.47",$0.04086,"1,441,559,564 SHR","$16,345,558.83",3.73%,-6.30%,26.03%,20200802
2750,33.0,LENDAave,LEND,"$431,304,499.62",$0.3318,"1,299,999,942 LEND *","$37,762,670.90",-0.28%,5.29%,25.62%,20200802
2751,72.0,RENRen,REN,"$161,304,563.40",$0.1858,"868,140,654 REN *","$24,803,279.25",2.05%,13.67%,24.23%,20200802
2752,91.0,SOLOSologenic,SOLO,"$122,925,892.76",$0.6146,"200,001,808 SOLO","$59,207,735.16",-0.14%,0.25%,24.16%,20200802
2753,283.0,MBLMovieBloc,MBL,"$19,380,876.05",$0.002393,"8,098,397,964 MBL *","$10,204,363.28",2.10%,-2.23%,20.86%,20200802
2754,143.0,ARKArk,ARK,"$60,828,226.90",$0.4959,"122,656,351 ARK *","$20,487,312.68",0.27%,15.33%,20.18%,20200802
2755,367.0,KDAGKing DAG,KDAG,"$11,503,176.22",$0.2348,"49,001,545 KDAG","$15,820,695.89",-0.92%,-4.19%,17.91%,20200802
2756,2.0,ETHEthereum,ETH,"$41,522,323,563.25",$370.67,"112,019,132 ETH","$18,909,744,275.06",-0.91%,-3.85%,17.65%,20200802
2757,7.0,LTCLitecoin,LTC,"$3,691,130,076.20",$56.64,"65,166,596 LTC","$3,499,183,525.56",-0.49%,-7.18%,17.15%,20200802
2758,78.0,LRCLoopring,LRC,"$138,681,762.46",$0.1246,"1,112,721,070 LRC *","$29,780,155.01",-1.11%,17.06%,16.08%,20200802
2759,5.0,BCHBitcoin Cash,BCH,"$5,244,023,472.11",$283.78,"18,479,056 BCH","$3,364,496,978.84",-0.58%,-10.72%,14.23%,20200802
2760,262.0,PERLPerlin,PERL,"$22,692,317.83",$0.06436,"352,597,396 PERL *","$24,790,963.89",4.39%,26.83%,139.29%,20200726
2761,170.0,SHRShareToken,SHR,"$45,571,472.84",$0.03185,"1,430,872,466 SHR","$13,063,424.39",1.74%,15.17%,135.74%,20200726
2762,238.0,SOLSolana,SOL,"$26,991,607.06",$1.5651,"17,245,824 SOL","$10,463,129.60",-1.57%,21.80%,72.60%,20200726
